1	66 
2	67 
3	63 
4	60 70 
5	83 
6	25 
7	51 
8	11 
9	1 23 
10	65 
11	17 
12	30 
13	62 
14	18 61 
15	7 
16	62 
17	56 
18	41 
19	37 
20	78 
21	47 
22	19 61 
23	5 
24	75 
25	75 
26	1 
27	35 
28	11 
29	2 40 
30	51 
31	38 
32	5 84 
33	3 
34	68 
35	20 
36	19 
37	74 
38	38 
39	83 
40	3 
41	56 
42	24 
43	61 
44	54 
45	22 23 
46	75 82 
47	37 
48	60 
49	61 
50	61 
51	1 
52	75 
53	19 
54	29 
55	65 
56	1 
57	76 
58	46 
59	20 
60	19 67 
61	28 
62	2 71 
63	19 38 
64	55 70 
65	52 
66	83 
67	78 
68	61 
69	1 
70	54 
71	47 
72	19 
73	24 31 
74	59 67 
75	11 75 
76	56 
77	3 
78	44 51 
79	34 82 
80	8 41 
81	13 
82	10 41 
83	7 
84	62 
85	26 
86	32 
87	18 42 
88	21 
89	84 
90	1 
91	67 
92	38 
93	57 
94	69 75 
95	69 
96	51 
97	1 67 
98	74 
99	1 
100	46 
101	40 61 
102	56 
103	61 
104	36 
105	69 
106	22 
107	78 
108	75 
109	67 
110	1 72 
111	75 
112	29 30 
113	22 84 
114	51 
115	47 
116	1 
117	63 
118	4 
119	38 
120	40 
121	18 75 
122	17 
123	81 
124	60 
125	83 
126	75 
127	42 
128	50 
129	50 
130	18 29 
131	19 
132	62 
133	8 
134	74 
135	74 
136	3 
137	50 75 
138	4 
139	29 78 
140	38 
141	23 
142	11 61 
143	51 
144	82 
145	40 
146	17 
147	48 
148	2 42 
149	75 
150	19 
151	17 84 
152	20 
153	27 38 
154	6 
155	82 
156	61 
157	11 29 
158	20 
159	10 
160	74 
161	33 
162	74 
163	74 
164	67 
165	75 84 
166	17 
167	47 
168	16 
169	33 71 
170	41 
171	78 
172	56 59 
173	81 
174	7 
175	1 27 
176	10 75 
177	51 74 
178	82 
179	3 
180	1 
181	58 
182	12 
183	75 
184	32 
185	71 
186	17 50 
187	62 
188	51 
189	1 60 
190	37 
191	29 
192	75 
193	44 
194	24 
195	29 50 
196	60 
197	11 
198	20 
199	60 
200	21 30 
201	61 
202	61 
203	39 
204	50 
205	45 
206	52 
207	44 60 
208	19 
209	62 67 
210	50 
211	20 
212	41 
213	3 54 
214	25 
215	60 
216	44 51 
217	7 
218	67 
219	2 
220	41 71 
221	50 74 
222	3 40 
223	3 
224	74 
225	46 82 
226	75 
227	20 71 
228	82 
229	77 
230	44 
231	29 52 
232	19 
233	84 
234	32 
235	19 38 
236	51 60 
237	30 
238	14 
239	51 
240	17 
241	78 
242	16 46 
243	82 
244	82 
245	40 
246	2 
247	11 
248	62 
249	62 
250	17 67 
251	40 56 
252	61 82 
253	10 
254	7 
255	8 
256	42 
257	19 
258	3 74 
259	41 
260	34 
261	61 
262	74 
263	19 84 
264	2 78 
265	74 
266	9 
267	40 60 
268	83 
269	1 
270	71 
271	20 
272	61 
273	51 70 
274	19 
275	40 83 
276	24 
277	78 
278	61 
279	36 61 
280	11 
281	30 
282	33 
283	2 
284	11 
285	8 
286	63 
287	9 82 
288	17 
289	41 
290	83 84 
291	8 
292	17 
293	54 74 
294	33 62 
295	44 
296	82 
297	8 11 
298	31 
299	83 
300	78 
301	38 61 
302	83 
303	76 
304	3 20 
305	40 
306	61 
307	79 
308	27 
309	74 
310	8 
311	20 
312	29 66 
313	30 
314	1 
315	68 84 
316	5 
317	67 
318	75 
319	40 
320	2 
321	61 
322	11 54 
323	58 
324	40 
325	74 
326	60 
327	1 
328	62 
329	11 
330	67 
331	40 
332	3 80 
333	38 
334	74 
335	30 
336	44 
337	21 
338	84 
339	1 
340	8 
341	20 
342	38 
343	3 11 
344	11 
345	74 
346	24 78 
347	75 
348	7 
349	68 
350	4 
351	69 78 
352	61 
353	75 
354	75 
355	82 
356	41 82 
357	19 
358	19 
359	50 
360	78 
361	41 
362	11 
363	25 
364	40 
365	36 
366	27 
367	63 
368	33 41 
369	7 
370	74 
371	25 84 
372	84 
373	60 
374	46 
375	49 
376	31 
377	38 69 
378	18 65 
379	82 
380	44 50 
381	38 
382	50 
383	74 78 
384	75 
385	42 
386	20 21 
387	8 32 
388	19 
389	57 
390	20 
391	50 
392	7 
393	51 
394	7 
395	70 
396	11 
397	40 
398	40 
399	42 
400	75 
401	83 
402	61 
403	73 
404	51 
405	52 
406	30 62 
407	75 
408	38 
409	33 
410	23 
411	76 
412	51 
413	82 
414	78 
415	45 
416	27 
417	29 
