degree distribution (probability density function of the degree in logarithmic bins) 
6.41093	0.129238
8.90617	0.0641627
12.0842	0.0300616
17.5673	0.0210476
25.4479	0.00867121
37.0536	0.00414126
53.5301	0.00213311
76.2105	0.0010182
109.613	0.000384893
161.265	0.000293413

degree distribution (degree-occurrences) 
5	0.005
6	0.157
7	0.1215
8	0.074
9	0.0735
10	0.055
11	0.051
12	0.041
13	0.0265
14	0.018
15	0.025
16	0.0265
17	0.023
18	0.0185
19	0.015
20	0.012
21	0.0175
22	0.0105
23	0.014
24	0.009
25	0.009
26	0.01
27	0.007
28	0.0115
29	0.006
30	0.0045
31	0.003
32	0.0055
33	0.0025
34	0.0065
35	0.005
36	0.002
37	0.006
38	0.004
39	0.006
40	0.0025
41	0.0055
42	0.0025
43	0.003
44	0.002
45	0.0045
46	0.0005
47	0.002
48	0.002
49	0.003
50	0.0025
51	0.0005
52	0.0035
53	0.005
54	0.003
56	0.0005
57	0.001
58	0.002
59	0.0035
60	0.0015
61	0.003
62	0.0015
63	0.002
64	0.0005
65	0.001
66	0.001
67	0.0025
68	0.001
71	0.0025
72	0.0025
73	0.002
74	0.0005
75	0.001
76	0.0005
77	0.001
78	0.0005
79	0.001
80	0.0035
81	0.0005
82	0.001
83	0.0005
84	0.0005
86	0.0005
87	0.002
88	0.001
89	0.001
90	0.0005
92	0.0005
94	0.0005
97	0.001
99	0.0005
101	0.0005
102	0.0005
103	0.001
104	0.0005
107	0.001
108	0.0005
109	0.0005
110	0.0015
111	0.0005
113	0.001
115	0.0015
116	0.0005
118	0.0005
119	0.001
120	0.0005
121	0.001
129	0.0005
134	0.0005
136	0.001
137	0.001
139	0.0005
143	0.0005
144	0.001
145	0.0005
146	0.0005
147	0.0005
151	0.0005
152	0.001
153	0.0005
158	0.0005
162	0.0005
167	0.0005
168	0.0005
172	0.0005
173	0.0005
174	0.0005
175	0.0005
178	0.001
179	0.0005
183	0.0005
184	0.0005
185	0.001
187	0.0005
189	0.0005
190	0.0005

