1	15 29 
2	31 41 
3	40 41 
4	29 
5	35 47 
6	16 27 
7	30 
8	40 
9	26 41 
10	8 
11	33 
12	3 18 
13	1 36 
14	9 
15	3 
16	40 
17	1 26 
18	40 
19	45 51 
20	6 33 
21	1 41 
22	4 
23	10 52 
24	22 
25	29 
26	6 
27	40 
28	27 
29	45 
30	4 
31	29 36 
32	27 
33	18 44 
34	41 47 
35	4 
36	6 26 
37	10 
38	24 
39	2 52 
40	13 27 
41	31 
42	26 35 
43	26 31 
44	22 
45	15 
46	26 38 
47	1 34 
48	23 41 
49	40 
50	10 26 
51	4 
52	3 40 
53	18 26 
54	18 
55	6 
56	18 38 
57	19 
58	40 
59	2 
60	23 52 
61	23 40 
62	26 
63	26 
64	40 
65	34 
66	6 19 
67	1 10 
68	8 
69	47 
70	32 
71	4 18 
72	15 
73	44 
74	52 
75	3 6 
76	4 30 
77	4 19 
78	52 
79	15 
80	16 52 
81	26 
82	20 44 
83	10 16 
84	4 
85	38 41 
86	15 40 
87	4 
88	40 
89	44 52 
90	14 29 
91	5 
92	40 
93	46 
94	23 26 
95	4 
96	27 
97	6 51 
98	28 39 
99	44 51 
100	2 
101	6 
102	4 48 
103	1 23 
104	17 19 
105	21 
106	32 
107	1 
108	15 
109	33 47 
110	18 
111	40 52 
112	19 26 
113	14 
114	40 
115	18 
116	6 46 
117	2 4 
118	23 
119	4 
120	46 
121	2 4 
122	40 
123	27 33 
124	4 46 
125	19 41 
126	1 32 
127	18 
128	13 
129	47 
130	15 34 
131	26 32 
132	15 
133	18 47 
134	18 49 
135	18 
136	20 40 
137	18 
138	33 40 
139	27 
140	8 
141	8 
142	29 
143	1 40 
144	14 52 
145	4 17 
146	24 
147	14 38 
148	42 
149	29 
150	18 
151	41 
152	26 
153	19 46 
154	53 
155	17 
156	40 48 
157	20 
158	26 27 
159	6 38 
160	9 
161	41 44 
162	14 
163	32 
164	28 
165	53 
166	29 
167	40 
168	52 
169	7 38 
170	40 
171	34 44 
172	29 
173	40 
174	15 47 
175	3 14 
176	13 
177	50 
178	32 47 
179	18 43 
180	47 
181	4 15 
182	5 40 
183	38 
184	21 26 
185	10 24 
186	47 
187	30 38 
188	55 
189	18 
190	18 26 
191	42 
192	23 
193	12 
194	25 29 
195	46 
196	50 
197	3 26 
198	2 27 
199	1 
200	1 
201	25 40 
202	40 
203	26 44 
204	15 26 
205	10 18 
206	6 27 
207	29 
208	4 19 
209	10 
210	6 29 
211	8 
212	47 
213	20 40 
214	32 
215	10 41 
216	14 32 
217	29 
218	5 
219	7 
220	6 9 
221	23 
222	44 
223	45 
224	20 44 
225	41 
226	10 40 
227	41 44 
228	26 44 
229	27 
230	18 52 
231	26 
232	39 
233	6 8 
234	4 32 
235	50 
236	3 19 
237	1 
238	15 43 
239	19 
240	29 
241	44 
242	10 
243	1 15 
244	4 41 
245	2 
246	4 27 
247	2 13 
248	26 
249	9 24 
250	4 47 
251	32 40 
252	2 41 
253	26 30 
254	4 21 
255	23 
256	32 40 
257	21 32 
258	23 
259	18 41 
260	37 
261	37 
262	27 46 
263	18 
264	12 
265	44 
266	25 26 
267	30 37 
268	4 27 
269	26 
270	11 
271	55 
272	27 35 
273	40 
274	29 
275	43 51 
276	23 
277	45 
278	15 29 
279	18 
280	27 
281	15 
282	36 
283	31 43 
284	41 
285	7 17 
286	27 
287	7 26 
288	6 
289	25 
290	4 
291	6 40 
292	33 
293	40 
294	1 38 
295	28 52 
296	27 47 
297	32 41 
298	44 46 
299	23 44 
300	41 
301	1 26 
302	15 18 
303	12 46 
304	32 
305	47 
306	26 30 
307	20 41 
308	15 
309	44 
310	41 
311	30 37 
312	43 
313	13 
314	15 29 
315	26 29 
316	32 
317	10 13 
318	19 
319	13 26 
320	13 
321	1 
322	13 52 
323	47 
324	6 
325	15 
326	40 
327	25 
328	52 
329	14 26 
330	41 45 
331	6 
332	4 
333	1 
334	13 41 
335	32 
336	26 40 
337	19 35 
338	4 26 
339	4 
340	32 41 
341	26 46 
342	41 
343	29 35 
344	6 45 
345	40 
346	44 
347	29 
348	10 
349	19 20 
350	18 
351	2 17 
352	19 26 
353	4 28 
354	26 29 
355	1 27 
356	4 41 
357	26 
358	13 40 
359	44 
360	17 
361	45 
362	26 52 
363	6 
364	26 39 
365	40 
366	25 
367	4 19 
368	1 33 
369	17 26 
370	20 23 
371	8 33 
372	18 
373	30 
374	9 17 
375	6 26 
376	51 
377	44 47 
378	29 
379	38 
380	4 
381	13 26 
382	44 
383	40 
384	30 
385	28 
386	15 26 
387	52 
388	36 
389	30 52 
390	40 
391	44 
392	19 46 
393	29 
394	23 
395	40 44 
396	4 40 
397	50 
398	1 13 
399	47 
400	4 
401	26 38 
402	41 52 
403	23 26 
404	12 
405	46 
406	27 44 
407	40 
408	18 40 
409	4 
410	1 19 
411	48 
412	40 
413	1 30 
414	24 
415	1 2 
416	26 
417	6 44 
418	41 
419	35 
420	28 
421	24 
422	18 
423	53 
424	2 41 
425	1 
426	4 40 
427	26 
428	17 46 
429	10 38 
430	40 
431	19 
432	41 52 
433	40 
434	27 
435	27 
436	53 
437	6 38 
438	8 40 
439	19 
440	2 
441	24 
442	19 47 
443	26 
444	6 
445	27 
446	13 52 
447	29 40 
448	8 47 
449	4 19 
450	11 51 
451	40 
452	10 40 
453	18 26 
454	26 32 
455	26 
456	18 
457	15 
458	41 44 
459	8 27 
460	30 52 
461	15 
462	2 20 
463	19 26 
464	4 52 
465	26 
466	34 47 
467	39 
468	13 
469	6 44 
470	27 40 
471	46 
472	6 44 
473	2 
474	1 49 
475	9 
476	20 40 
477	40 44 
478	46 
479	6 
480	39 
481	1 23 
482	1 
483	41 45 
484	9 10 
485	1 
486	26 
487	21 44 
488	4 
489	52 
490	27 
491	6 38 
492	2 
493	29 41 
494	22 27 
495	47 54 
496	15 39 
497	15 46 
498	29 
499	4 19 
500	1 
501	13 
502	33 45 
503	24 52 
504	26 
505	54 
506	1 45 
507	40 49 
508	29 47 
509	44 46 
510	7 15 
511	1 19 
512	51 
513	15 19 
514	48 
515	4 
516	2 39 
517	18 40 
518	44 
519	45 
520	9 34 
521	4 20 
522	1 
523	8 
524	26 
525	15 
526	13 26 
527	23 
528	29 
529	4 10 
530	4 45 
531	19 40 
532	14 
533	13 
534	4 26 
535	26 
536	2 
537	13 23 
538	47 
539	23 26 
540	27 
541	4 29 
542	4 29 
543	22 
544	20 51 
545	46 
546	36 
547	2 
548	25 26 
549	40 
550	10 26 
551	14 40 
552	26 
553	13 
554	18 47 
555	32 49 
556	27 45 
557	53 
558	27 32 
559	15 
560	17 
561	1 41 
562	6 26 
563	2 27 
564	1 15 
565	1 26 
566	32 
567	26 
568	19 23 
569	26 52 
570	13 
571	41 
572	13 23 
573	15 
574	1 23 
575	20 46 
576	44 
577	15 47 
578	31 35 
579	29 41 
580	4 41 
581	15 17 
582	40 
583	26 32 
584	17 
585	17 
586	4 23 
587	23 
588	6 52 
589	1 41 
590	18 
591	19 
592	50 52 
593	13 34 
594	40 
595	19 
596	10 
597	51 
598	9 
599	46 47 
600	18 47 
601	27 
602	6 
603	4 6 
604	35 
605	38 
606	1 18 
607	13 29 
608	44 
609	6 47 
610	13 27 
611	26 
612	34 
613	21 
614	40 41 
615	16 38 
616	1 
617	40 
618	2 
619	2 
620	1 13 
621	4 
622	15 27 
623	19 29 
624	32 
625	40 
626	45 
627	38 45 
628	27 
629	27 52 
630	49 
631	23 47 
632	15 40 
633	1 40 
634	27 29 
635	52 
636	4 19 
637	44 
638	4 
639	1 52 
640	1 
641	4 
642	19 52 
643	17 
644	8 
645	10 
646	8 
647	13 
648	8 
649	18 
650	13 27 
651	44 
652	25 
653	15 
654	31 
655	13 19 
656	6 40 
657	1 19 
658	47 
659	1 19 
660	25 
661	32 51 
662	45 
663	52 
664	47 
665	26 29 
666	1 27 
667	1 
668	13 
669	40 
670	41 52 
671	4 29 
672	19 
673	30 37 
674	27 
675	46 
676	10 
677	15 
678	1 18 
679	28 
680	13 45 
681	13 
682	26 
683	38 
684	41 
685	20 
686	1 
687	32 55 
688	15 
689	4 10 
690	15 26 
691	47 
692	1 
693	2 41 
694	32 43 
695	18 
696	48 
697	1 54 
698	32 
699	26 44 
700	48 
701	10 44 
702	27 44 
703	7 
704	4 41 
705	4 26 
706	10 19 
707	22 52 
708	8 42 
709	38 41 
710	13 
711	22 
712	1 26 
713	24 
714	52 
715	4 20 
716	23 40 
717	54 
718	10 20 
719	41 
720	40 
721	29 
722	18 24 
723	47 52 
724	10 
725	19 47 
726	26 
727	19 29 
728	18 
729	4 38 
730	19 
731	52 
732	27 54 
733	4 30 
734	50 
735	24 
736	10 
737	23 27 
738	28 
739	28 47 
740	10 
741	6 
742	4 30 
743	47 
744	28 32 
745	27 
746	18 
747	6 32 
748	44 
749	1 45 
750	40 
751	4 15 
752	19 
753	4 15 
754	52 
755	10 52 
756	26 
757	32 
758	4 19 
759	19 29 
760	1 
761	27 
762	40 
763	23 32 
764	13 29 
765	15 
766	15 47 
767	4 
768	13 26 
769	19 27 
770	4 38 
771	40 
772	4 34 
773	6 44 
774	52 
775	44 
776	23 
777	18 
778	4 
779	20 
780	15 18 
781	51 
782	15 
783	10 13 
784	26 40 
785	27 
786	6 47 
787	1 
788	51 
789	26 
790	29 
791	1 
792	13 
793	45 
794	27 46 
795	15 
796	26 40 
797	10 47 
798	1 
799	18 
800	33 45 
801	6 
802	47 52 
803	38 
804	44 
805	26 
806	19 27 
807	19 
808	52 
809	1 
810	44 
811	7 29 
812	32 
813	11 
814	26 34 
815	47 
816	43 
817	30 45 
818	18 40 
819	38 
820	2 
821	29 44 
822	1 27 
823	16 
824	23 
825	23 40 
826	27 47 
827	1 
828	19 
829	25 
830	1 43 
831	32 49 
832	1 38 
833	1 
834	52 
835	14 18 
836	15 19 
837	4 
838	26 46 
839	38 
840	14 
841	29 40 
842	45 47 
843	25 45 
844	1 
845	32 
846	26 29 
847	41 
848	30 31 
849	35 
850	47 
851	40 41 
852	29 41 
853	47 
854	4 
855	4 
856	10 
857	18 52 
858	4 44 
859	30 
860	23 52 
861	23 
862	25 
863	19 23 
864	1 45 
865	38 
866	16 
867	2 15 
868	32 
869	30 
870	40 
871	19 43 
872	23 
873	26 47 
874	46 
875	13 26 
876	10 45 
877	46 
878	52 
879	18 
880	29 40 
881	1 
882	10 54 
883	1 27 
884	24 
885	4 30 
886	1 
887	15 41 
888	8 
889	4 
890	50 
891	10 
892	13 
893	4 
894	26 
895	4 53 
896	40 51 
897	13 15 
898	26 
899	4 28 
900	2 44 
901	15 19 
902	23 44 
903	38 
904	30 
905	41 
906	1 41 
907	18 45 
908	22 23 
909	1 43 
910	10 29 
911	15 
912	3 
913	16 26 
914	26 
915	49 
916	49 
917	36 
918	26 47 
919	50 
920	51 
921	41 43 
922	29 
923	40 
924	51 
925	26 
926	43 
927	18 
928	23 
929	40 
930	47 
931	29 
932	40 44 
933	44 
934	40 
935	1 
936	29 
937	15 40 
938	16 41 
939	29 
940	4 41 
941	15 
942	38 
943	30 47 
944	3 46 
945	1 52 
946	40 
947	2 44 
948	26 28 
949	20 34 
950	19 27 
951	19 
952	17 
953	6 19 
954	49 
955	10 15 
956	4 
957	35 
958	6 
959	13 
960	44 
961	46 
962	26 43 
963	30 54 
964	23 52 
965	19 28 
966	17 
967	26 30 
968	27 29 
969	10 
970	6 24 
971	33 
972	33 
973	10 
974	29 50 
975	19 
976	26 40 
977	19 
978	10 32 
979	1 
980	20 
981	4 27 
982	33 
983	23 40 
984	13 27 
985	10 23 
986	26 44 
987	4 
988	26 52 
989	40 
990	26 29 
991	27 
992	23 
993	40 50 
994	4 26 
995	24 
996	27 55 
997	38 
998	4 48 
999	26 46 
1000	13 32 
1001	18 
1002	15 26 
1003	19 
1004	26 
1005	40 
1006	46 
1007	10 19 
1008	41 
1009	4 18 
1010	32 
1011	27 29 
1012	40 
1013	26 
1014	13 18 
1015	4 6 
1016	19 23 
1017	15 47 
1018	9 30 
1019	1 4 
1020	41 
1021	40 
1022	26 
1023	40 44 
1024	27 
1025	19 41 
1026	10 
1027	13 19 
1028	13 
1029	23 44 
1030	13 
1031	6 7 
1032	26 
1033	15 50 
1034	19 
1035	41 
1036	3 47 
1037	6 47 
1038	1 
1039	13 40 
1040	6 11 
1041	4 
1042	26 
1043	1 
1044	18 20 
1045	24 
1046	40 52 
1047	4 40 
1048	33 
1049	26 40 
1050	29 32 
1051	10 
1052	19 
1053	10 
1054	2 
1055	1 47 
1056	1 10 
1057	13 20 
1058	18 
1059	40 
1060	23 44 
1061	4 10 
1062	19 
1063	32 
1064	22 25 
1065	15 50 
1066	18 26 
1067	20 47 
1068	14 44 
1069	40 52 
1070	30 
1071	30 
1072	49 
1073	1 50 
1074	17 27 
1075	20 44 
1076	13 
1077	32 49 
1078	26 
1079	4 
1080	23 
1081	23 44 
1082	36 47 
1083	13 
1084	4 18 
1085	18 40 
1086	40 
1087	23 
1088	27 32 
1089	6 26 
1090	32 49 
1091	26 29 
1092	13 19 
1093	16 
1094	47 
1095	26 41 
1096	4 
1097	48 
1098	15 
1099	12 20 
1100	19 27 
1101	23 
1102	40 49 
1103	29 52 
1104	23 
1105	4 51 
1106	15 26 
1107	1 15 
1108	4 27 
1109	23 
1110	47 
1111	40 45 
1112	30 
1113	47 
1114	52 
1115	33 42 
1116	4 
1117	6 38 
1118	4 
1119	10 47 
1120	4 
1121	15 
1122	11 19 
1123	28 43 
1124	29 40 
1125	15 
1126	15 
1127	32 52 
1128	23 
1129	52 
1130	2 55 
1131	23 47 
1132	26 
1133	47 
1134	7 44 
1135	41 
1136	23 
1137	23 
1138	27 
1139	41 45 
1140	21 
1141	1 
1142	10 
1143	13 
1144	3 40 
1145	14 
1146	13 
1147	44 
1148	26 
1149	32 40 
1150	29 
1151	7 23 
1152	32 38 
1153	16 18 
1154	18 44 
1155	10 
1156	51 
1157	10 20 
1158	11 52 
1159	15 19 
1160	23 50 
1161	5 9 
1162	1 24 
1163	18 47 
1164	20 35 
1165	41 
1166	16 
1167	13 
1168	13 45 
1169	6 41 
1170	1 
1171	23 40 
1172	4 45 
1173	1 
1174	4 10 
1175	2 4 
1176	1 
1177	19 26 
1178	20 46 
1179	18 
1180	13 40 
1181	46 
1182	27 
1183	29 54 
1184	6 37 
1185	23 
1186	25 
1187	20 
1188	25 
1189	27 30 
1190	44 
1191	3 51 
1192	29 44 
1193	19 32 
1194	1 18 
1195	23 52 
1196	41 
1197	10 32 
1198	1 8 
1199	30 
1200	45 46 
1201	33 40 
1202	13 19 
1203	37 47 
1204	44 
1205	3 
1206	10 19 
1207	1 19 
1208	25 
1209	15 
1210	41 
1211	46 
1212	15 26 
1213	4 40 
1214	50 
1215	10 29 
1216	5 40 
1217	29 
1218	19 
1219	19 
1220	44 
1221	44 
1222	19 
1223	29 43 
1224	16 27 
1225	10 
1226	17 
1227	14 26 
1228	24 35 
1229	15 23 
1230	29 
1231	30 
1232	1 10 
1233	13 26 
1234	26 44 
1235	24 44 
1236	19 
1237	2 19 
1238	19 43 
1239	1 
1240	1 40 
1241	4 
1242	13 29 
1243	4 26 
1244	23 30 
1245	23 40 
1246	46 47 
1247	44 
1248	33 40 
1249	6 
1250	15 
1251	3 
1252	4 
1253	1 15 
1254	27 36 
1255	46 
1256	19 
1257	4 
1258	29 32 
1259	26 
1260	20 40 
1261	23 40 
1262	32 41 
1263	4 
1264	30 
1265	19 26 
1266	41 
1267	1 10 
1268	10 40 
1269	40 
1270	4 45 
1271	13 
1272	27 51 
1273	4 
1274	6 
1275	2 
1276	15 50 
1277	10 
1278	19 23 
1279	52 
1280	24 
1281	13 
1282	41 
1283	13 51 
1284	19 21 
1285	23 
1286	3 
1287	44 
1288	4 
1289	26 40 
1290	6 
1291	10 
1292	52 
1293	3 19 
1294	26 47 
1295	2 
1296	40 44 
1297	2 47 
1298	30 
1299	27 
1300	32 44 
1301	19 32 
1302	27 
1303	28 
1304	41 
1305	8 
1306	4 
1307	29 
1308	15 33 
1309	19 47 
1310	10 23 
1311	6 
1312	23 26 
1313	47 
1314	26 
1315	19 30 
1316	35 
1317	52 
1318	33 
1319	15 
1320	47 
1321	10 52 
1322	41 
1323	9 40 
1324	23 
1325	19 32 
1326	4 13 
1327	23 40 
1328	23 27 
1329	50 51 
1330	7 24 
1331	4 27 
1332	26 40 
1333	11 27 
1334	40 52 
1335	29 
1336	26 29 
1337	29 
1338	6 44 
1339	4 
1340	4 44 
1341	32 
1342	6 44 
1343	1 49 
1344	2 38 
1345	9 15 
1346	15 48 
1347	52 
1348	23 
1349	10 26 
1350	4 45 
1351	16 47 
1352	19 38 
1353	29 
1354	30 
1355	9 
1356	27 
1357	20 
1358	32 
1359	27 40 
1360	8 38 
1361	1 21 
1362	6 23 
1363	40 45 
1364	29 31 
1365	29 41 
1366	6 
1367	15 41 
1368	46 
1369	27 
1370	45 
1371	32 52 
1372	46 
1373	13 
1374	32 33 
1375	45 
1376	10 27 
1377	2 44 
1378	18 
1379	4 
1380	10 47 
1381	32 
1382	19 
1383	4 29 
1384	4 
1385	4 26 
1386	43 
1387	18 
1388	23 33 
1389	4 41 
1390	4 13 
1391	1 
1392	29 
1393	4 27 
1394	47 
1395	32 
1396	24 47 
1397	4 
1398	26 
1399	18 19 
1400	51 
1401	14 
1402	4 45 
1403	1 13 
1404	40 
1405	1 18 
1406	47 
1407	18 47 
1408	35 
1409	2 18 
1410	26 
1411	29 
1412	10 
1413	6 
1414	4 
1415	4 19 
1416	47 
1417	41 
1418	6 23 
1419	32 47 
1420	30 40 
1421	1 9 
1422	29 52 
1423	52 
1424	19 47 
1425	1 10 
1426	29 46 
1427	15 35 
1428	4 40 
1429	52 
1430	43 
1431	25 
1432	23 
1433	32 41 
1434	29 
1435	4 21 
1436	30 
1437	15 18 
1438	2 52 
1439	26 
1440	2 20 
1441	41 
1442	13 27 
1443	35 
1444	13 26 
1445	47 
1446	40 
1447	6 
1448	30 
1449	2 
1450	6 
1451	15 
1452	1 
1453	27 
1454	10 27 
1455	4 12 
1456	44 
1457	39 46 
1458	29 
1459	4 27 
1460	17 
1461	43 
1462	4 26 
1463	20 35 
1464	44 
1465	29 
1466	4 40 
1467	1 5 
1468	1 
1469	1 
1470	19 
1471	20 23 
1472	15 41 
1473	44 52 
1474	10 
1475	19 
1476	49 
1477	27 32 
1478	23 24 
1479	10 
1480	26 48 
1481	44 
1482	45 
1483	10 47 
1484	1 
1485	20 
1486	9 28 
1487	48 50 
1488	51 
1489	1 8 
1490	19 
1491	27 52 
1492	23 40 
1493	8 40 
1494	47 
1495	44 
1496	8 
1497	15 29 
1498	29 
1499	2 45 
1500	4 10 
1501	35 45 
1502	23 26 
1503	13 40 
1504	19 44 
1505	3 
1506	44 
1507	1 4 
1508	30 
1509	27 52 
1510	40 
1511	29 
1512	2 
