1	507 
2	152 
3	115 
4	169 
5	547 
6	270 
7	428 547 
8	283 
9	196 
10	302 
11	247 
12	325 
13	43 
14	124 
15	211 
16	368 
17	598 
18	333 
19	222 
20	526 
21	366 
22	172 
23	418 
24	87 
25	239 
26	386 
27	191 
28	372 
29	129 210 
30	87 
31	222 
32	414 
33	22 
34	221 255 
35	435 
36	127 
37	87 
38	237 
39	213 
40	463 
41	430 
42	177 
43	292 
44	3 
45	315 
46	211 
47	125 
48	245 
49	609 
50	579 
51	531 
52	177 
53	617 
54	343 
55	454 
56	19 
57	216 
58	451 
59	547 
60	577 
61	270 
62	609 
63	300 
64	383 
65	571 
66	211 
67	45 
68	445 
69	407 
70	163 
71	289 
72	356 
73	24 
74	466 
75	73 
76	500 
77	589 
78	433 
79	477 
80	598 
81	614 
82	129 
83	262 
84	379 
85	329 
86	497 
87	146 599 
88	163 
89	222 
90	574 
91	269 
92	52 
93	271 
94	257 
95	460 
96	496 
97	10 
98	502 
99	22 
100	197 
101	517 
102	67 
103	148 
104	129 
105	277 
106	94 
107	272 
108	192 
109	261 
110	591 
111	240 
112	538 
113	535 
114	154 
115	412 
116	487 
117	315 
118	117 
119	324 
120	500 
121	171 
122	182 
123	115 
124	487 
125	321 
126	404 
127	462 
128	500 
129	471 
130	451 
131	104 
132	466 
133	502 
134	31 
135	184 
136	9 
137	371 
138	17 
139	217 
140	323 
141	181 
142	216 
143	387 
144	461 
145	523 
146	52 
147	93 313 
148	533 
149	405 
150	242 
151	394 
152	207 600 
153	228 
154	151 
155	523 
156	1 
157	301 
158	315 
159	556 
160	450 
161	210 
162	32 
163	533 
164	449 
165	53 
166	112 
167	24 
168	575 
169	406 
170	469 
171	139 
172	534 
173	106 
174	292 
175	488 
176	218 
177	569 
178	440 
179	220 
180	556 
181	197 
182	136 
183	21 178 
184	208 
185	459 
186	170 
187	134 
188	148 
189	354 
190	383 
191	191 
192	587 
193	579 
194	490 
195	59 
196	94 
197	544 
198	207 219 
199	585 
200	216 426 
201	258 
202	429 
203	313 
204	5 
205	409 
206	528 
207	585 
208	450 
209	100 
210	25 
211	405 
212	283 
213	275 
214	172 
215	239 
216	452 
217	528 
218	23 
219	106 
220	460 
221	610 
222	343 
223	577 
224	52 155 
225	295 
226	482 
227	253 550 
228	294 
229	528 
230	157 
231	543 
232	260 
233	299 
234	412 
235	401 
236	404 
237	148 
238	262 
239	210 
240	287 
241	34 
242	602 
243	263 
244	148 
245	124 
246	493 
247	450 
248	30 
249	419 
250	562 
251	163 
252	396 
253	336 
254	527 
255	562 
256	210 
257	580 
258	5 
259	145 
260	335 
261	52 
262	149 
263	507 
264	490 
265	83 
266	119 
267	609 
268	617 
269	58 
270	523 
271	137 
272	545 
273	11 
274	117 
275	55 
276	253 
277	245 
278	215 
279	67 
280	71 
281	57 
282	236 
283	217 
284	539 
285	292 
286	19 
287	74 
288	261 
289	315 418 
290	150 
291	187 
292	277 
293	75 
294	315 
295	591 
296	539 
297	202 
298	275 
299	521 
300	527 
301	97 
302	339 
303	507 
304	431 
305	90 
306	529 
307	526 
308	501 
309	218 
310	426 
311	456 
312	432 
313	4 
314	403 
315	191 
316	277 
317	407 
318	235 
319	577 609 
320	78 
321	560 
322	120 
323	258 
324	197 
325	492 
326	585 
327	336 
328	392 
329	513 
330	428 
331	365 
332	190 
333	500 
334	67 
335	175 
336	262 
337	210 
338	110 
339	507 
340	26 
341	547 
342	349 
343	263 
344	346 
345	32 
346	1 
347	134 562 
348	523 
349	5 
350	117 
351	556 
352	44 
353	198 
354	289 
355	336 
356	189 
357	224 
358	545 
359	544 
360	399 
361	596 
362	447 
363	2 
364	95 
365	570 
366	60 
367	611 
368	249 
369	611 
370	24 
371	125 
372	97 
373	148 
374	80 
375	518 
376	473 598 
377	464 
378	550 
379	528 
380	580 
381	140 
382	566 
383	601 
384	365 
385	125 
386	511 
387	160 
388	219 
389	147 
390	60 
391	197 
392	218 
393	542 
394	378 
395	482 
396	609 
397	172 
398	228 
399	169 
400	92 
401	211 
402	483 
403	129 
404	198 
405	87 
406	329 
407	423 
408	450 
409	354 
410	280 
411	89 
412	571 
413	163 
414	314 
415	505 
416	242 
417	258 
418	296 
419	140 
420	526 
421	463 
422	13 
423	335 
424	307 
425	358 
426	99 
427	500 
428	413 
429	119 
430	30 
431	595 
432	570 
433	450 
434	277 
435	401 603 
436	87 
437	473 
438	246 
439	517 
440	374 
441	495 
442	472 
443	146 
444	562 
445	426 
446	502 
447	63 
448	172 
449	70 
450	128 
451	428 
452	93 
453	159 
454	570 
455	74 
456	453 
457	496 
458	16 
459	245 
460	458 
461	405 
462	287 
463	585 
464	262 
465	584 
466	410 
467	163 
468	454 
469	607 
470	25 
471	528 
472	93 
473	552 
474	454 
475	426 
476	450 
477	177 
478	181 
479	419 
480	514 
481	464 
482	225 
483	59 
484	1 
485	580 
486	335 
487	483 570 
488	428 
489	173 
490	177 
491	262 
492	236 
493	377 
494	430 
495	383 
496	291 
497	134 
498	172 
499	304 
500	211 
501	388 
502	368 
503	516 
504	275 
505	119 
506	526 
507	582 
508	358 
509	180 
510	134 
511	80 
512	428 
513	115 
514	615 
515	351 
516	315 351 
517	566 
518	346 
519	247 
520	197 
521	493 
522	391 
523	287 
524	60 
525	562 
526	190 
527	131 
528	313 
529	332 
530	417 
531	22 
532	136 
533	507 
534	278 
535	146 
536	542 
537	119 
538	585 
539	209 
540	61 
541	134 
542	288 
543	40 
544	344 
545	143 
546	195 
547	148 
548	343 
549	587 
550	395 
551	417 
552	356 
553	208 
554	100 
555	14 
556	93 
557	322 
558	163 
559	300 
560	482 
561	500 
562	228 
563	349 
564	60 
565	359 
566	484 
567	317 
568	124 
569	263 
570	386 
571	104 
572	280 
573	187 
574	279 
575	218 
576	526 
577	160 
578	391 
579	611 
580	415 
581	407 
582	327 
583	505 
584	518 
585	143 
586	87 
587	427 
588	83 
589	393 
590	163 
591	337 
592	120 
593	491 
594	191 
595	15 
596	480 
597	562 
598	329 
599	432 
600	327 
601	147 
602	343 
603	93 
604	249 
605	91 
606	180 
607	140 
608	566 
609	72 
610	549 
611	262 
612	124 
613	258 
614	449 
615	274 
616	414 
617	296 
618	58 
619	329 
620	172 
621	67 
622	159 
623	132 
624	239 247 
625	450 
626	450 
627	471 
628	360 
629	217 
630	377 
631	358 
632	419 
633	577 
634	579 
635	471 
636	574 
637	570 
638	386 
639	483 
640	322 
641	331 
642	102 
643	313 
644	236 
645	397 
646	515 
647	418 
648	224 
649	449 
650	374 
651	284 
652	344 
653	345 
654	541 
655	531 
656	273 
657	404 
658	527 
659	168 
660	25 
661	130 
662	231 
663	274 
664	386 496 
665	432 
666	88 
667	1 
668	551 
669	330 
670	374 
671	164 
672	57 
673	477 
674	493 
675	562 
676	74 
677	289 
678	242 
679	336 
680	75 
681	505 
682	598 
683	153 
684	262 
685	368 
686	325 
687	544 
688	30 
689	351 
690	405 
691	285 
692	308 
693	115 516 
694	562 
695	137 
696	70 
697	562 
698	496 
699	504 
700	148 
701	500 
702	315 
703	387 
704	179 
705	20 
706	318 601 
707	300 
708	1 
709	580 
710	23 
711	91 
712	91 
713	299 
714	426 521 
715	603 
716	570 
717	86 
718	262 
719	13 
720	372 
721	372 
722	339 
723	89 407 
724	585 
725	69 
726	443 
727	177 
728	289 
729	520 
730	365 
731	551 
732	485 
733	13 74 
734	335 
735	585 
736	262 
737	333 
738	294 
739	111 
740	428 
741	451 
742	425 
743	607 
744	459 
745	351 
746	136 
747	222 
748	524 
749	363 
750	287 
751	260 
752	610 
753	280 
754	59 
755	1 153 
756	440 
757	367 
758	90 
759	260 
760	565 
761	550 
762	247 
763	167 
764	610 
765	172 
766	208 
767	210 
768	191 
769	354 
770	610 
771	402 
772	351 
773	286 
774	315 
775	427 
776	279 
777	228 
778	197 
779	593 
780	324 
781	520 
782	80 
783	428 
784	74 
785	570 
786	546 
787	189 
788	592 
789	497 
790	350 
791	511 
792	472 
793	522 
794	197 
795	191 
796	245 
797	542 
798	592 
799	401 
800	593 
801	241 
802	143 
803	426 
804	148 
805	19 
806	218 
807	275 
808	228 
809	137 
810	236 
811	9 
812	210 
813	197 
814	451 
815	555 
816	62 
817	164 
818	128 
819	521 
820	383 
821	501 
822	43 
823	38 
824	180 
825	528 
826	5 
827	60 
828	600 
829	333 
830	365 
831	330 
832	379 
833	15 
834	231 
835	66 
836	208 
837	420 
838	194 
839	541 
840	218 
841	14 
842	449 
843	451 
844	260 
845	18 
846	1 
847	377 
848	244 
849	451 
850	613 
851	205 
852	289 
853	93 
854	132 
855	197 
856	132 
857	87 
858	382 
859	526 
860	384 
861	191 
862	127 
863	163 
864	602 
865	262 
866	15 
867	345 
868	425 
869	301 
870	379 
871	252 
872	62 271 
873	105 
874	439 
875	405 
876	2 
877	120 
878	543 
879	372 
880	610 
881	74 262 
882	262 
883	509 
884	333 
885	125 
886	601 
887	550 
888	261 
889	195 
890	496 
891	315 
892	210 
893	365 
894	221 
895	479 
896	60 
897	523 
898	451 
899	516 
900	500 
901	222 
902	602 
903	73 
904	574 
905	5 
906	471 
907	571 
908	280 
909	169 
910	523 
911	502 
912	136 
913	167 
914	496 
915	338 
916	60 134 
917	208 
918	106 
919	491 
920	236 
921	242 
922	19 
923	108 
924	120 
925	130 
926	275 
927	586 
928	70 
929	197 
930	426 
931	104 
932	614 
933	74 
934	237 
935	134 
936	378 
937	481 
938	404 
939	142 
940	459 
941	566 
942	373 
943	450 
944	196 
945	263 392 
946	388 
947	371 
948	323 
949	204 579 
950	493 
951	594 
952	28 
953	588 
954	272 
955	328 
956	67 
957	70 
958	273 
959	119 
960	528 
961	451 
